Country,Indicator,Gender,Age,Poverty_Rating,Residence,Maternal_Education,Year,Observation_Value
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Secondary education,2012-01-01,95.6
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Secondary education,2017-01-01,94.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Tertiary education,2003-01-01,97.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Tertiary education,2007-01-01,94.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Tertiary education,2012-01-01,96.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Tertiary education,2017-01-01,95.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2003-01-01,97.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2007-01-01,92.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2012-01-01,96.4
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2017-01-01,90.9
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Primary education,2003-01-01,96.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Primary education,2007-01-01,95.5
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Primary education,2012-01-01,96.2
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,Primary education,2017-01-01,95.3
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2003-01-01,96.0
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2007-01-01,94.7
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2012-01-01,95.8
Indonesia,Ever breastfed (0-23 months), Total, Under 24 months old,Poor,Suburban,No education,2017-01-01,94.9
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Female, 6 to 23 months old,Poor,Suburban,No education,2003-01-01,88.5
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Female, 6 to 23 months old,Poor,Suburban,No education,2007-01-01,83.0
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Female, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,93.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Female, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,87.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Male, 6 to 23 months old,Poor,Suburban,No education,2003-01-01,85.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Male, 6 to 23 months old,Poor,Suburban,No education,2007-01-01,85.5
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Male, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,89.4
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Male, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,84.3
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2003-01-01,82.0
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2007-01-01,79.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,89.0
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,84.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2003-01-01,78.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2007-01-01,85.8
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,89.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,88.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Middle Class,Suburban,No education,2003-01-01,88.8
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Middle Class,Suburban,No education,2007-01-01,86.7
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Middle Class,Suburban,No education,2012-01-01,89.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Middle Class,Suburban,No education,2017-01-01,81.7
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Middle Class,Suburban,No education,2003-01-01,91.6
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Middle Class,Suburban,No education,2007-01-01,82.7
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Middle Class,Suburban,No education,2012-01-01,95.5
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Middle Class,Suburban,No education,2017-01-01,87.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Rich,Suburban,No education,2003-01-01,91.8
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Rich,Suburban,No education,2007-01-01,88.5
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Rich,Suburban,No education,2012-01-01,93.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Rich,Suburban,No education,2017-01-01,86.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Rural,No education,2003-01-01,85.4
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Rural,No education,2007-01-01,80.4
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Rural,No education,2012-01-01,87.4
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Rural,No education,2017-01-01,84.7
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Urban,No education,2003-01-01,87.8
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Urban,No education,2007-01-01,90.5
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Urban,No education,2012-01-01,94.5
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Urban,No education,2017-01-01,86.3
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Primary education,2003-01-01,80.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Primary education,2007-01-01,83.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Primary education,2012-01-01,88.4
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Primary education,2017-01-01,82.4
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Secondary education,2003-01-01,90.5
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Secondary education,2007-01-01,84.3
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Secondary education,2012-01-01,93.0
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Secondary education,2017-01-01,86.7
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Secondary education,2003-01-01,92.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Secondary education,2007-01-01,85.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Secondary education,2012-01-01,92.6
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Secondary education,2017-01-01,86.4
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Tertiary education,2003-01-01,99.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Tertiary education,2007-01-01,91.7
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Tertiary education,2012-01-01,91.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Tertiary education,2017-01-01,85.4
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2003-01-01,74.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,95.2
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Primary education,2003-01-01,80.9
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Primary education,2007-01-01,83.6
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Primary education,2012-01-01,87.9
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,Primary education,2017-01-01,81.8
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2003-01-01,86.6
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2007-01-01,84.3
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,91.1
Indonesia,"Introduction to solid, semi-solid foods (6-8 months)", Total, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,85.5
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Female, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,66.0
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Female, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,69.7
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Male, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,65.0
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Male, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,72.3
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 10 to 11 months old,Poor,Suburban,No education,2012-01-01,62.2
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 10 to 11 months old,Poor,Suburban,No education,2017-01-01,71.6
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 12 to 13 months old,Poor,Suburban,No education,2012-01-01,62.9
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 12 to 13 months old,Poor,Suburban,No education,2017-01-01,73.7
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 12 to 15 months old,Poor,Suburban,No education,2012-01-01,60.7
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 12 to 15 months old,Poor,Suburban,No education,2017-01-01,72.5
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 12 to 23 months old,Poor,Suburban,No education,2012-01-01,64.0
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 12 to 23 months old,Poor,Suburban,No education,2017-01-01,71.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 14 to 15 months old,Poor,Suburban,No education,2012-01-01,58.2
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 14 to 15 months old,Poor,Suburban,No education,2017-01-01,71.6
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 16 to 17 months old,Poor,Suburban,No education,2012-01-01,66.8
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 16 to 17 months old,Poor,Suburban,No education,2017-01-01,68.2
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 16 to 19 months old,Poor,Suburban,No education,2012-01-01,66.7
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 16 to 19 months old,Poor,Suburban,No education,2017-01-01,68.5
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 18 to 19 months old,Poor,Suburban,No education,2012-01-01,66.6
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 18 to 19 months old,Poor,Suburban,No education,2017-01-01,68.7
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 20 to 21 months old,Poor,Suburban,No education,2012-01-01,64.4
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 20 to 21 months old,Poor,Suburban,No education,2017-01-01,72.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 20 to 23 months old,Poor,Suburban,No education,2012-01-01,65.0
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 20 to 23 months old,Poor,Suburban,No education,2017-01-01,72.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 22 to 23 months old,Poor,Suburban,No education,2012-01-01,65.6
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 22 to 23 months old,Poor,Suburban,No education,2017-01-01,72.2
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 11 months old,Poor,Suburban,No education,2012-01-01,68.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 11 months old,Poor,Suburban,No education,2017-01-01,71.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,59.3
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,66.2
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,65.4
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,68.4
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Middle Class,Suburban,No education,2012-01-01,65.4
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Middle Class,Suburban,No education,2017-01-01,70.7
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Middle Class,Suburban,No education,2012-01-01,65.2
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Middle Class,Suburban,No education,2017-01-01,70.0
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Rich,Suburban,No education,2012-01-01,72.8
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Rich,Suburban,No education,2017-01-01,79.9
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Rural,No education,2012-01-01,61.0
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Rural,No education,2017-01-01,67.3
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Urban,No education,2012-01-01,70.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Urban,No education,2017-01-01,75.0
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Primary education,2012-01-01,59.9
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Primary education,2017-01-01,64.4
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Secondary education,2012-01-01,66.6
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Secondary education,2017-01-01,72.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Secondary education,2012-01-01,68.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Secondary education,2017-01-01,73.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Tertiary education,2012-01-01,74.2
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Tertiary education,2017-01-01,76.8
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,62.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,74.3
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Primary education,2012-01-01,59.7
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,Primary education,2017-01-01,64.0
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,No education,2012-01-01,65.5
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 23 months old,Poor,Suburban,No education,2017-01-01,71.1
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 7 months old,Poor,Suburban,No education,2012-01-01,70.5
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 6 to 7 months old,Poor,Suburban,No education,2017-01-01,67.6
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 8 to 9 months old,Poor,Suburban,No education,2012-01-01,72.0
Indonesia,Minimum meal frequency (children aged 6 to 23 months), Total, 8 to 9 months old,Poor,Suburban,No education,2017-01-01,73.5
Indonesia,Mean BMI-for-age, Female, Under 12 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Female, Under 12 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, Under 12 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Female, Under 24 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, Under 24 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, Under 24 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Female, Under 6 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Female, Under 6 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, Under 6 months old,Poor,Suburban,No education,2004-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, Under 6 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, Under 6 months old,Poor,Suburban,No education,2010-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, Under 6 months old,Poor,Suburban,No education,2013-01-01,0.1
Indonesia,Mean BMI-for-age, Female, 12 to 17 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 12 to 17 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 12 to 17 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Female, 12 to 23 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 12 to 23 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 12 to 23 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Female, 12 to 23 months old,Poor,Suburban,No education,2007-01-01,0.1
Indonesia,Mean BMI-for-age, Female, 12 to 23 months old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Female, 12 to 23 months old,Poor,Suburban,No education,2013-01-01,-0.0
Indonesia,Mean BMI-for-age, Female, 18 to 23 months old,Poor,Suburban,No education,2000-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, 18 to 23 months old,Poor,Suburban,No education,2001-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, 18 to 23 months old,Poor,Suburban,No education,2004-01-01,-0.6
Indonesia,Mean BMI-for-age, Female, 24 to 29 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 24 to 29 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 24 to 29 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Female, 24 to 35 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 24 to 35 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 24 to 35 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Female, 24 to 35 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, 24 to 35 months old,Poor,Suburban,No education,2010-01-01,0.2
Indonesia,Mean BMI-for-age, Female, 24 to 35 months old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, 24 to 59 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 24 to 59 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Female, 24 to 59 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Female, 30 to 35 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 30 to 35 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 30 to 35 months old,Poor,Suburban,No education,2004-01-01,-0.6
Indonesia,Mean BMI-for-age, Female, 36 to 41 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 36 to 41 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 36 to 41 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Female, 36 to 47 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 36 to 47 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Female, 36 to 47 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Female, 36 to 47 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, 36 to 47 months old,Poor,Suburban,No education,2010-01-01,0.0
Indonesia,Mean BMI-for-age, Female, 36 to 47 months old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, 42 to 47 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 42 to 47 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Female, 42 to 47 months old,Poor,Suburban,No education,2004-01-01,-0.6
Indonesia,Mean BMI-for-age, Female, 48 to 53 months old,Poor,Suburban,No education,2000-01-01,-0.4
Indonesia,Mean BMI-for-age, Female, 48 to 53 months old,Poor,Suburban,No education,2001-01-01,-0.4
Indonesia,Mean BMI-for-age, Female, 48 to 53 months old,Poor,Suburban,No education,2004-01-01,-0.6
Indonesia,Mean BMI-for-age, Female, 48 to 59 months old,Poor,Suburban,No education,2000-01-01,-0.4
Indonesia,Mean BMI-for-age, Female, 48 to 59 months old,Poor,Suburban,No education,2001-01-01,-0.4
Indonesia,Mean BMI-for-age, Female, 48 to 59 months old,Poor,Suburban,No education,2004-01-01,-0.6
Indonesia,Mean BMI-for-age, Female, 48 to 59 months old,Poor,Suburban,No education,2007-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 48 to 59 months old,Poor,Suburban,No education,2010-01-01,-0.0
Indonesia,Mean BMI-for-age, Female, 48 to 59 months old,Poor,Suburban,No education,2013-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, 54 to 59 months old,Poor,Suburban,No education,2000-01-01,-0.4
Indonesia,Mean BMI-for-age, Female, 54 to 59 months old,Poor,Suburban,No education,2001-01-01,-0.5
Indonesia,Mean BMI-for-age, Female, 54 to 59 months old,Poor,Suburban,No education,2004-01-01,-0.7
Indonesia,Mean BMI-for-age, Female, 6 to 11 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Female, 6 to 11 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Female, 6 to 11 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Female, 6 to 11 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, 6 to 11 months old,Poor,Suburban,No education,2010-01-01,0.0
Indonesia,Mean BMI-for-age, Female, 6 to 11 months old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, Under 5 years old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, Under 5 years old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Female, Under 5 years old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Female, Under 5 years old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Female, Under 5 years old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Female, Under 5 years old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, Under 12 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, Under 12 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, Under 12 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Male, Under 24 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, Under 24 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, Under 24 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Male, Under 6 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, Under 6 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, Under 6 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Male, Under 6 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, Under 6 months old,Poor,Suburban,No education,2010-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, Under 6 months old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 12 to 17 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 12 to 17 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 12 to 17 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Male, 12 to 23 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 12 to 23 months old,Poor,Suburban,No education,2001-01-01,-0.2
